tau,time_s,x,z_m,P_Pa,P_bar,T_K,u_m_s,rho_g_kg_m3,y_N2,q_N2_mol_kg,qstar_N2_mol_kg,Pi_N2_bar,y_H2,q_H2_mol_kg,qstar_H2_mol_kg,Pi_H2_bar,y_NH3,q_NH3_mol_kg,qstar_NH3_mol_kg,Pi_NH3_bar,sum_y
0.172048,8.602400000000001,0.475,0.475,1000290.3698759322,10.002903698759322,473.1484245587006,0.09422863278230638,2.1342084584928505,0.24531533243876774,0.023398138059546648,0.023097732673785447,2.453865646214123,0.7546836681067381,0.017681456448648696,0.01776436214352018,7.549028055098144,9.994544313570933e-07,0.0004705437598993893,0.0004705435697210729,9.997446428163264e-06,0.9999999999999373
0.172048,8.602400000000001,0.5,0.5,1000276.5447751522,10.002765447751523,473.14844587763565,0.09423131783307111,2.134344962154324,0.24534045945918578,0.02339994532876145,0.0230997706385196,2.4540830708138266,0.7546585410720348,0.017680874645183805,0.01776351854846005,7.548672379485923,9.99468714781945e-07,0.00047054375933478187,0.0004705435712698913,9.99745112632946e-06,0.9999999999999354
0.172048,8.602400000000001,0.525,0.525,1000262.7190205434,10.002627190205434,473.1484671724249,0.09423397320465247,2.1344299224637124,0.2453577898189308,0.02340175067222801,0.023101082926757388,2.454222499771548,0.7546412106984626,0.0176802933387042,0.017762864999272095,7.548394692981991,9.994825401808908e-07,0.00047054375876861714,0.00047054357267484117,9.997451232548974e-06,0.9999999999999335
0.172048,8.602400000000001,0.55,0.55,1000248.892710783,10.00248892710783,473.14848849036224,0.09423660073759592,2.1344635607460916,0.24536735667693613,0.023403557910349565,0.023101672658080635,2.454284268234771,0.7546316438270863,0.017679711528603013,0.01776240068078433,7.548194661425612,9.99495909420637e-07,0.0004705437582038998,0.0004705435739387907,9.997446766669491e-06,0.9999999999999317
0.172048,8.602400000000001,0.575,0.575,1000235.0659420446,10.002350659420445,473.148509877751,0.09423920223909468,2.1344470737597265,0.2453693407630918,0.023405370783542014,0.023101556683586474,2.4542701873832717,0.7546296597280054,0.01767912823521442,0.017762121181384732,7.548070474598641,9.995088330575528e-07,0.00047054375764357025,0.00047054357506725827,9.997437835429773e-06,0.9999999999999303
0.172048,8.602400000000001,0.6,0.6,1000221.2388064292,10.002212388064292,473.148531379094,0.09424177945158593,2.1343825260680775,0.24536405410563897,0.023407192886712395,0.023100764070676967,2.4541833815610996,0.7546349463729604,0.017678542516974507,0.017762018889841413,7.548019009077858,9.995213293810652e-07,0.0004705437570904555,0.00047054357606807814,9.997424622869778e-06,0.9999999999999287
0.172048,8.602400000000001,0.625,0.625,1000207.411390597,10.00207411390597,473.1485530363794,0.09424433402505064,2.1342727422966963,0.24535192373979584,0.023409027611701713,0.023099334586353153,2.454028125234844,0.754647076726708,0.01767795348549651,0.017762083392517662,7.54803599126302,9.995334234557483e-07,0.0004705437565472222,0.0004705435769510671,9.997407380730557e-06,0.9999999999999274
0.172048,8.602400000000001,0.65,0.65,1000193.5837745974,10.001935837745974,473.1485748884671,0.09424686749299234,2.1341212006761467,0.24533347560960003,0.023410878097613254,0.023097317198706915,2.453809681898437,0.7546655248451799,0.017677360318580717,0.017762301865823806,7.548116158460379,9.995451461746262e-07,0.00047054375601633924,0.0004705435777277029,9.997386418969033e-06,0.9999999999999262
0.172048,8.602400000000001,0.675,0.675,1000179.7560308913,10.001797560308914,473.14859697056767,0.09424938125202452,2.1339319290635843,0.24530931884341853,0.02341274718885625,0.02309476861336715,2.4535341467291447,0.754689681599973,0.017676762271203843,0.017762659459517226,7.54825341621692,9.995565333342933e-07,0.0004705437555000433,0.00047054357841081005,9.997362096493771e-06,0.9999999999999248
0.172048,8.602400000000001,0.7,0.7,1000165.9282235611,10.001659282235611,473.1486193138173,0.09425187654496345,2.1337094044447755,0.24528013055473238,0.023414637400658977,0.023091751858972127,2.4532082945107017,0.7547188698775665,0.01767615868455211,0.01776313966716493,7.5484409903893335,9.995676247407943e-07,0.00047054375500031213,0.00047054357901426267,9.997334812210967e-06,0.9999999999999237
0.172048,8.602400000000001,0.725,0.725,1000152.1004076966,10.001521004076965,473.1486419449375,0.09425435444728829,2.133458456744475,0.24524664129350454,0.023416550891741498,0.023088334933293878,2.4528394340763153,0.7547523591279547,0.017675548993179243,0.01776372468072355,7.548671572694881,9.995784633536596e-07,0.0004705437545188445,0.0004705435795527032,9.997304996454605e-06,0.9999999999999225
0.172048,8.602400000000001,0.75,0.75,1000138.2726289495,10.001382726289496,473.14866488598244,0.09425681585681069,2.1331841776150235,0.24520962124954868,0.02341848944378795,0.02308458951942077,2.452435270285226,0.7547893791612784,0.01767493273038361,0.017764395726773127,7.548937458730383,9.995890944740602e-07,0.0004705437540570415,0.000470543580041276,9.997273102860225e-06,0.9999999999999216
0.172048,8.602400000000001,0.775,0.775,1000124.4449232458,10.001244449232457,473.148688154163,0.09425926148637144,2.1328918347301467,0.24516986728770285,0.023420454447317267,0.023080589779396997,2.452003774330197,0.7548291331126529,0.017674309531909675,0.017765133382466894,7.549230677661868,9.995995649818057e-07,0.0004705437536159983,0.00047054358049538426,9.997239600729464e-06,0.9999999999999207
0.172048,8.602400000000001,0.8,0.8,1000110.6173166439,10.00110617316644,473.14871176174665,0.09426169185937026,2.132586791982148,0.24512819087513696,0.023422446893521114,0.02307641123091015,2.451553062978454,0.7548708095148603,0.017673679138086498,0.01776591786973227,7.549543112982217,9.996099226247295e-07,0.00047054375319649484,0.00047054358093046223,9.997204967920611e-06,0.9999999999999198
0.172048,8.602400000000001,0.825,0.825,1000096.7898253276,10.000967898253275,473.14873571602396,0.09426410730792087,2.1322744358652597,0.24508540694366615,0.023424467371615878,0.02307212971099848,2.451091287173946,0.7549135934360375,0.017673041394522165,0.017766729326682943,7.549866613908836,9.996202153630253e-07,0.0004705437527989963,0.0004705435813617722,9.997169684290645e-06,0.9999999999999191
0.172048,8.602400000000001,0.85,0.85,1000082.9624557203,10.000829624557204,473.1487600193379,0.09426650797341715,2.1319601082250004,0.24504232371437112,0.023426516071241115,0.023067820429305375,2.4506265302730195,0.7549566766550564,0.017672396251476406,0.017767548055579674,7.550193097149142,9.996304907701198e-07,0.0004705437524236535,0.00047054358180421805,9.997134225704471e-06,0.9999999999999182
0.172048,8.602400000000001,0.875,0.875,1000069.1352047118,10.000691352047118,473.1487846691714,0.09426889380929232,2.1316490454621366,0.24499973349802673,0.023428592789430203,0.02306355711212903,2.4501667160475646,0.7549992668610955,0.017671743762035848,0.017768354747013094,7.550514638899673,9.996407954909037e-07,0.00047054375207030856,0.0004705435822721815,9.997099058619383e-06,0.9999999999999177
0.172048,8.602400000000001,0.9,0.9,1000055.3080599811,10.000553080599811,473.14880965828354,0.09427126458574933,2.131346324199567,0.24495840447269068,0.02343069694167678,0.023059411237388583,2.4497195264681815,0.7550405958760517,0.017671084079216384,0.01776913068027622,7.550823557066165,9.996511747574176e-07,0.0004705437517385035,0.00047054358277937844,9.997064635245514e-06,0.9999999999999171
0.172048,8.602400000000001,0.925,0.925,1000041.4810004066,10.000414810004065,473.1488349748918,0.09427361989624435,2.131056813350312,0.2449190734291924,0.023432827576625303,0.023055451359644076,2.449292329173769,0.7550799269090521,0.017670417452116387,0.0177698579001527,7.5511124837980725,9.996616719614458e-07,0.000470543751427493,0.00047054358333873563,9.997031389276668e-06,0.9999999999999165
0.172048,8.602400000000001,0.95,0.95,1000027.6539965504,10.000276539965503,473.14886060289246,0.09427595916550625,2.130785132464091,0.24488243946607854,0.023434983393922026,0.023051742523455942,2.448892114442148,0.7551165608615092,0.017669744221242234,0.017770519370569518,7.551374428522785,9.996723282829297e-07,0.00047054375113625625,0.00047054358396228345,9.996999732180475e-06,0.9999999999999161
0.172048,8.602400000000001,0.975,0.975,1000013.8270112064,10.000138270112064,473.14888652211596,0.09427828165888152,2.130535616178065,0.24484915860771334,0.023437162764775157,0.023048345762640324,2.448525441397733,0.7551498417090199,0.017669064813124066,0.017771099105753984,7.551602831743438,9.996831823726995e-07,0.00047054375086351446,0.0004705435846610719,9.996970050032651e-06,0.9999999999999155
0.172048,8.602400000000001,1.0,1.0,1000000.0,10.0,473.14891270860943,0.09428058649279954,2.1303122845534617,0.2448198393125914,0.023439363754788608,0.023045317682360122,2.448198393125914,0.7551791609930536,0.017668379734336187,0.01777158227969642,7.551791609930537,9.996942700875537e-07,0.00047054375060774943,0.0004705435854451014,9.996942700875538e-06,0.9999999999999152
0.2,10.0,0.0,0.0,1000554.0128328694,10.005540128328695,473.15,0.1,2.2626188563528546,0.23,0.01952410791914278,0.013353363443318814,2.3012742295156,0.71,0.01475728711858621,0.010305313092126477,7.103933491113374,0.06,1.6678998102804257,1.9288823116685285,0.6003324076997217,1.0
0.2,10.0,0.025,0.025,1000539.1581895208,10.005391581895209,495.07471372963784,0.10026313206192759,2.076077368592763,0.24046078761434506,0.021953139838964086,0.01825999765753581,2.4059043401724596,0.7413005209212398,0.016628011353142055,0.014073132162052766,7.417001991679904,0.018238691464409807,0.6795740668786987,0.9731383319930791,0.18248525004278984,0.9999999999999947
0.2,10.0,0.05,0.05,1000525.0232174495,10.005250232174495,482.2214709387788,0.09623337209091619,2.098440500838449,0.24438139033453432,0.02308847977748095,0.02188887140239225,2.4450969623837255,0.752960647172674,0.017501404878507234,0.016860386499216645,7.533559689942655,0.0026579624927807674,0.13903979118553342,0.2458774670096972,0.026593579848005873,0.999999999999989
0.2,10.0,0.075,0.075,1000511.1511390287,10.005111511390288,474.99074700593087,0.09457088571268467,2.1251319112823457,0.24500802460556956,0.02331960370889963,0.022926793026272808,2.451332607364179,0.7547922116898349,0.017677712024517712,0.017657549016113074,7.551780245885702,0.00019976370457909303,0.015600213521567301,0.03239678292315956,0.0019986581402422522,0.9999999999999836
0.2,10.0,0.1,0.1,1000497.3300769198,10.004973300769198,473.38932178251804,0.09423524331547703,2.1317221640838544,0.24503218631372953,0.023345625485903472,0.023065746062088357,2.451540481897968,0.7549590714263087,0.017695853650013825,0.017766741678676302,7.553345352793724,8.74225993971919e-06,0.0013609881145879687,0.0026666754414236002,8.746607728527464e-05,0.999999999999978
0.2,10.0,0.125,0.125,1000483.5162665563,10.004835162665563,473.1713782441233,0.09419090272449056,2.1323142815013862,0.24498203265964524,0.023348783388371774,0.0230705326529576,2.4510048545745025,0.7550167489918904,0.017696328775806267,0.017775424560774935,7.5538181187155065,1.2183484368454323e-06,0.0004999611507224747,0.000551402350459004,1.2189375281329805e-05,0.9999999999999725
0.2,10.0,0.15,0.15,1000469.7040370911,10.00469704037091,473.14973187560287,0.09418623719117203,2.131927033510015,0.24491328213150249,0.023350648818616464,0.023064195649106653,2.4502831888885686,0.7550857126598137,0.017695764148611695,0.01777715407782592,7.554403794673999,1.0052086508206531e-06,0.000471323890513365,0.0004727811633236808,1.0056808013820625e-05,0.999999999999967
0.2,10.0,0.175,0.175,1000455.8928725917,10.004558928725917,473.1480047045172,0.09418563231392271,2.131404091752448,0.2448374637986006,0.02335251605512372,0.023056848337644657,2.4494908345328987,0.7551615367694013,0.017695154366396706,0.017778779392639537,7.5550580953167,9.99431959729229e-07,0.0004705638550738007,0.0004706034127608798,9.998875936363102e-06,0.9999999999999617
0.2,10.0,0.2,0.2,1000442.0827015497,10.004420827015498,473.1479068201584,0.0941854443516558,2.13087740833347,0.24476218429303953,0.023354426988897153,0.023049541562809757,2.4487038942070902,0.7552368164209027,0.017694531959050463,0.01778038388582966,7.55570693553016,9.992860141674847e-07,0.0004705442357813333,0.00047054529268224595,9.997277812282488e-06,0.9999999999999564
0.2,10.0,0.225,0.225,1000428.2734287822,10.004282734287822,473.14792257012624,0.09418537103246487,2.130391208677176,0.24469310317531728,0.023356379712859445,0.02304281165468126,2.4479789872961355,0.7553058975339714,0.01769389856834756,0.017781837036570897,7.556293749804877,9.992906624679426e-07,0.00047054373568420575,0.0004705437592065786,9.997186321063082e-06,0.9999999999999512
0.2,10.0,0.25,0.25,1000414.464913934,10.00414464913934,473.1479456288911,0.09418538893874417,2.129972744076199,0.24463427036580287,0.023358369232678214,0.023037035838068844,2.4473566268761537,0.7553647303342814,0.017693255531489316,0.01778304030901282,7.5567780251222825,9.992998617089693e-07,0.00047054372267668474,0.0004705437130043398,9.997140364401467e-06,0.999999999999946
0.2,10.0,0.275,0.275,1000400.6569849323,10.004006569849322,473.14796943286007,0.09418549378792584,2.129639893019822,0.24458838618413176,0.023360389180432907,0.023032465450801252,2.4468638222948975,0.7554106145058839,0.017692604516955167,0.01778392787901729,7.557132750450776,9.993099254250945e-07,0.0004705437219544304,0.00047054370560690567,9.997103059268282e-06,0.9999999999999412
0.2,10.0,0.3,0.3,1000386.8494513512,10.003868494513512,473.1479935424622,0.09418568212223476,2.129403102342002,0.24455703114464045,0.02336243239292056,0.023029247576795926,2.4465163789796285,0.7554419695344486,0.01769194740081314,0.017784461220439963,7.557342118458907,9.99320847100194e-07,0.00047054372155583984,0.00047054369947691494,9.997074338216187e-06,0.9999999999999362
0.2,10.0,0.325,0.325,1000373.042115457,10.00373042115457,473.1480178476979,0.09418595037463189,2.12926675697577,0.24454086912504136,0.023364491364301177,0.02302744396653683,2.446320931681755,0.7554581315422266,0.017691286148870385,0.01778462415648198,7.557399492417564,9.993326634314668e-07,0.00047054372117718397,0.00047054369366002696,9.997054566022788e-06,0.9999999999999314
0.2,10.0,0.35,0.35,1000359.2347810803,10.003592347810804,473.14804225514087,0.09418629498036572,2.1292303639821952,0.2445398261910801,0.023366558610487104,0.023027047685906552,2.446276734020073,0.7554591744634767,0.017690622721253588,0.017784418499517823,7.5573056167463015,9.993453701705634e-07,0.0004705437208052336,0.0004705436881260775,9.997043697858402e-06,0.9999999999999268
0.2,10.0,0.375,0.375,1000345.427260578,10.003454272605781,473.14806667591796,0.09418671251208778,2.1292895881561504,0.24455324718983074,0.023368626956759272,0.023027997695906164,2.44637722548073,0.7554457534511628,0.017689958997079255,0.01778386023264678,7.557067050082928,9.99358928909768e-07,0.00047054372043416986,0.00047054368285820447,9.997041347269158e-06,0.9999999999999225
0.2,10.0,0.4,0.4,1000331.6193801365,10.003316193801364,473.14809102774996,0.0941871997862479,2.1294371536015295,0.24458003209119403,0.02337068975850149,0.023030191547415726,2.446611395698299,0.755418968535449,0.017689296716640185,0.017782976184903553,7.556694801055381,9.993732750421615e-07,0.00047054372005876524,0.0004705436778323153,9.997046865881562e-06,0.9999999999999181
0.2,10.0,0.425,0.425,1000317.8109836415,10.003178109836416,473.14811523693965,0.09418775394214976,2.1296636235999054,0.24461875393023932,0.023372741064027876,0.023033496363150916,2.446964964570431,0.75538024668135,0.01768863743875799,0.01778180115504635,7.556203148205712,9.993883246997467e-07,0.0004705437196743416,0.00047054367301876135,9.997059412862594e-06,0.999999999999914
0.2,10.0,0.45,0.45,1000304.0019353194,10.003040019353193,473.1481392397702,0.09418837249735378,2.1299580702296046,0.24466776008133065,0.023374775727638082,0.023037758267672567,2.447421395539057,0.7553312405145987,0.017687982511171128,0.017780375441795244,7.555608626735223,9.99403980712875e-07,0.0004705437192768533,0.0004705436683842407,9.997078014571778e-06,0.99999999999991
0.2,10.0,0.475,0.475,1000290.1921213357,10.002901921213356,473.1481629833804,0.0941890533828727,2.13030864441756,0.24472525847840243,0.02337678948025066,0.023042810415521035,2.4479627582030474,0.7552737421013659,0.017687333052033537,0.017778742741218524,7.554929165907755,9.99420137684403e-07,0.00047054371886294364,0.0004705436638934187,9.997101615342633e-06,0.999999999999906
0.2,10.0,0.5,0.5,1000276.3814505164,10.002763814505164,473.1481864261946,0.0941897949612724,2.1307030563678278,0.2447893902842312,0.02337877896423503,0.023048479757244354,2.44857045530989,0.7552096102789849,0.017686689940789885,0.017776948374662534,7.554183362065178,9.994366862668865e-07,0.000470543718429972,0.00047054365951027704,9.997129120279363e-06,0.9999999999999024
0.2,10.0,0.525,0.525,1000262.5698543409,10.002625698543408,473.14820953798545,0.09419059603047691,2.1311289756054292,0.244858290405027,0.023380741738383892,0.023054592673248994,2.449225828106728,0.7551407101413551,0.017686053816871276,0.01777503781319743,7.553389873276238,9.994535167249008e-07,0.0004705437179760175,0.0004705436551992231,9.99715943089208e-06,0.9999999999998989
0.2,10.0,0.55,0.55,1000248.7572863396,10.002487572863396,473.1482322996309,0.09419145581578296,2.1315743592016374,0.24493013714508347,0.023382676258338585,0.023060979596011513,2.449910653013425,0.7550688633842901,0.017685425084820107,0.017773055467011,7.552566922657451,9.994705218586022e-07,0.0004705437174998644,0.0004705436509259882,9.997191474333963e-06,0.9999999999998955
0.2,10.0,0.575,0.575,1000234.9437210147,10.002349437210146,473.1482547026254,0.09419237395231883,2.1320277161066046,0.24500319219950362,0.023384581837196817,0.02306747873223737,2.450607541611394,0.7549958083127891,0.01768480392460545,0.017771043710526513,7.551731898373447,9.994875993589348e-07,0.00047054371700096963,0.00047054364665833275,9.997224226946363e-06,0.9999999999998921
0.2,10.0,0.6,0.6,1000221.1291523862,10.002211291523862,473.1482767484007,0.09419335045993242,2.1324783149066273,0.24507583209108905,0.02338645859049398,0.023073938988031853,2.4513002550210974,0.7549231684041463,0.017684190306031106,0.01776904211625272,7.5509010392449225,9.995046536595413e-07,0.00047054371647942166,0.0004705436423665921,9.997256732764111e-06,0.9999999999998891
0.2,10.0,0.625,0.625,1000207.3135922584,10.002073135922585,473.1482984474941,0.09419438571225898,2.132916341746067,0.24514657207025228,0.02338830736925318,0.02308022219204965,2.45197394286738,0.7548524284080363,0.01768358400626887,0.017767086872494613,7.550089195765947,9.995215973452305e-07,0.00047054371593588596,0.0004705436380240709,9.997288117581159e-06,0.999999999999886
0.2,10.0,0.65,0.65,1000193.4970682837,10.001934970682838,473.1483198186142,0.09419548040150946,2.1333330146069893,0.2452140834141913,0.02339012968434296,0.023086204703907716,2.4526153162043385,0.7547849170473397,0.01768298462966841,0.017765210362065652,7.549309657159732,9.995383521720774e-07,0.00047054371537154767,0.00047054363360731714,9.997317599128599e-06,0.9999999999998832
0.2,10.0,0.675,0.675,1000179.6796218953,10.001796796218953,473.1483408876289,0.0941966355003205,2.1337206596226808,0.2452772049834473,0.02339192762496327,0.023091778487871636,2.4532127629889824,0.7547217954615834,0.017682391629105187,0.017763440881047,7.548574035884281,9.99554849749576e-07,0.0004705437147880458,0.0004705436290962833,9.997344493870426e-06,0.9999999999998804
0.2,10.0,0.7,0.7,1000165.8613061677,10.001658613061677,473.1483616865163,0.09419785222183182,2.1340727546131193,0.2453349498202333,0.023393703773698288,0.02309685172495279,2.453756413954591,0.7546640506086126,0.01768180432822778,0.017761802478439496,7.547892201737644,9.995710319309832e-07,0.0004705437141874068,0.0004705436244743973,9.997368220879466e-06,0.9999999999998779
0.2,10.0,0.725,0.725,1000152.042183657,10.00152042183657,473.14838225229374,0.09419913197898828,2.1343839445708794,0.2453865075034562,0.023395461120225457,0.023101349030070908,2.4542381660389703,0.7546124929095682,0.017681221944057246,0.01776031489925165,7.547272258408051,9.995868509538848e-07,0.0004705437135719784,0.00047054361972855555,9.997388303214587e-06,0.9999999999998753
0.2,10.0,0.75,0.75,1000138.2223242638,10.001382223242638,473.1484026259562,0.09420047634391926,2.1346500333935676,0.24543124291002888,0.023397202975453623,0.023105211334836926,2.4546516698687086,0.7545677574875749,0.01768064360947431,0.01775899361516453,7.546720555968292,9.996022693691702e-07,0.0004705437129443593,0.0004705436148490476,9.997404367181818e-06,0.9999999999998732
0.2,10.0,0.775,0.775,1000124.4018031536,10.001244018031535,473.1484228514359,0.09420188700810893,2.1348679557531955,0.2454686919707481,0.02339893288757563,0.02310839549078217,2.4549922871864704,0.7545303084118629,0.017680068395205348,0.017757849928414678,7.546241733427635,9.99617259793034e-07,0.0004705437123073371,0.000470543609829432,9.997416139826155e-06,0.9999999999998707
0.2,10.0,0.8,0.8,1000110.5806987667,10.001105806987667,473.14844297460235,0.09420336574395069,2.135035732612745,0.2454985549515659,0.02340065456126185,0.02311087364249152,2.455257023533187,0.7545004454164983,0.017679495330985773,0.017756891135942147,7.545838786029725,9.99631804513197e-07,0.0004705437116638202,0.00047054360466636144,9.997423444966497e-06,0.9999999999998688
0.2,10.0,0.825,0.825,1000096.7590909387,10.000967590909386,473.14846304231264,0.09420491436816798,2.1351524135447657,0.24552068773736466,0.02340237178098788,0.02311263241507876,2.455444440959168,0.7544783126166072,0.01767892342564099,0.017756120742165385,7.545513152522691,9.996458949774506e-07,0.0004705437110167816,0.00047054359935938273,9.997426198055093e-06,0.9999999999998669
0.2,10.0,0.85,0.85,1000082.9370591514,10.000829370591514,473.1484831015226,0.09420653470748451,2.135218008675279,0.2455350915452232,0.023404088339280583,0.023113671955759037,2.4555545550363442,0.7544639087951106,0.017678351685879157,0.01775553870997096,7.54526481812942,9.99659531189599e-07,0.0004705437103692003,0.0004705435939107037,9.997424400112685e-06,0.999999999999865
0.2,10.0,0.875,0.875,1000069.1146809267,10.000691146809267,473.1485031984672,0.09420822856683929,2.135233412767387,0.2455419014474859,0.0234058079704814,0.023114004864914266,2.4555887199765856,0.7544570988796564,0.0176777791336392,0.01775514174064815,7.545092429413184,9.996727210352137e-07,0.0004705437097240094,0.0004705435883249449,9.997418130963592e-06,0.9999999999998633
0.2,10.0,0.9,0.9,1000055.292030377,10.00055292030377,473.1485233779147,0.09420999770036298,2.135200323672234,0.24554137404158405,0.023407534290459855,0.023113655047998734,2.455549505226964,0.7544576262727981,0.01767720482188051,0.017754923574558268,7.544993417667881,9.996854795570075e-07,0.00047054370908404915,0.00047054358260887897,9.997407541969106e-06,0.9999999999998617
0.2,10.0,0.925,0.925,1000041.4691769115,10.000414691769116,473.14854368249604,0.09421184378526183,2.1351211571090105,0.24553387456336268,0.02340927074256537,0.023112656515881954,2.4554405665104473,0.7544651257386692,0.01767662784873882,0.017754875305311044,7.5449641278644215,9.996978281973132e-07,0.0004705437084520257,0.0004705435767711646,9.997392848434089e-06,0.99999999999986
0.2,10.0,0.95,0.95,1000027.6461841073,10.000276461841073,473.1485641521159,0.09421376839869665,2.1349989594898475,0.2455198637034985,0.023411020549977974,0.0231110521577602,2.4552665139085246,0.7544791365865662,0.017676047370006453,0.017754985701127966,7.544999950556814,9.997097940229164e-07,0.00047054370783047064,0.0004705435708220748,9.997374321839361e-06,0.9999999999998588
0.2,10.0,0.975,0.975,1000013.8231087446,10.000138231087446,473.14858482344226,0.09421577299768903,2.1348373202787774,0.24549988435231682,0.023412786674507347,0.023108892507573777,2.45503277923915,0.7544991159261316,0.017675462609923552,0.017755241527908968,7.545095454494588,9.99721408945545e-07,0.0004705437072217105,0.00047054356477323217,9.997352282032951e-06,0.9999999999998574
0.2,10.0,1.0,1.0,1000000.0,10.0,473.14860572947595,0.09421785890204283,2.1346402851653887,0.2454745484667909,0.02341457178179466,0.023106234521931824,2.4547454846679093,0.7545244518003563,0.01767487287029262,0.017755627869287707,7.545244518003563,9.997327089494028e-07,0.0004705437066278405,0.0004705435586373491,9.997327089494029e-06,0.9999999999998562
0.211421,10.57105,0.0,0.0,1000554.138734252,10.00554138734252,473.15,0.1,2.262619141061965,0.23,0.01935041186016734,0.013353364547957169,2.3012745190887802,0.71,0.014631971553010907,0.010305313944619117,7.103934385013188,0.06,1.696058270153197,1.9288824226897285,0.6003324832405512,1.0
0.211421,10.57105,0.025,0.025,1000539.247457871,10.00539247457871,495.87079653558965,0.10048137987458779,2.0736439237481314,0.24010708327578315,0.021846719591582183,0.01810180357736959,2.4023656041005643,0.7407949704431298,0.016554490326621304,0.013962233915713614,7.41194442247745,0.019097946281086565,0.7129362220263418,1.0023730655818073,0.19108244800069196,0.9999999999999994
0.211421,10.57105,0.05,0.05,1000525.0905883592,10.005250905883592,483.0181418035287,0.0963922575685003,2.094225872164509,0.24412560800363828,0.023053095586887038,0.021789279735703916,2.4425379606277846,0.7529750337245863,0.017482571106291905,0.01680157991002483,7.533704138280646,0.002899358271773821,0.15150348226375915,0.2626609141372491,0.029008806975146115,0.9999999999999983
0.211421,10.57105,0.075,0.075,1000511.2162962683,10.005112162962682,475.24547103509406,0.09460518775565757,2.1228261353315587,0.24481502681379486,0.0233079062119758,0.02289299811592881,2.4494018024507347,0.7549579688044898,0.0176770715812684,0.017649295860617434,7.553439156211404,0.00022700438171215938,0.017602639647820186,0.035860604425239924,0.0022712043005141493,0.9999999999999969
0.211421,10.57105,0.1,0.1,1000497.3985418653,10.004973985418653,473.43535176975143,0.09422835851081657,2.130615926617427,0.24489530819389713,0.023337463432005417,0.023051465199706675,2.4501711876310246,0.7550945529899081,0.0176979007700325,0.017768853902412878,7.554701359195358,1.0138816189521642e-05,0.0015200781617410004,0.0030021658587555023,0.0001014385922191055,0.9999999999999948
0.211421,10.57105,0.125,0.125,1000483.5879287841,10.00483587928784,473.17708588223155,0.09417833062648155,2.13185482608776,0.24491637904699673,0.023340878228743818,0.023064350667436808,2.4503481765146535,0.7550823592629442,0.017698573288366104,0.01777696982190624,7.5544750797712155,1.2616900513844582e-06,0.0005063546946302903,0.0005670398171572875,1.2623001894631749e-05,0.9999999999999923
0.211421,10.57105,0.15,0.15,1000469.7776677186,10.004697776677187,473.1502074987229,0.09417495915915934,2.132009431789602,0.24492604461332299,0.023342710348091194,0.023065383094889508,2.4504110539932498,0.7550729489261971,0.017698022507534328,0.017776842453674398,7.55427665335101,1.0064604693428432e-06,0.000471507084909137,0.00047325181718864336,1.0069332819947821e-05,0.9999999999999895
0.211421,10.57105,0.175,0.175,1000455.9671495721,10.004559671495722,473.14795405087403,0.09417649659326491,2.1319920133950765,0.24492632967816433,0.023344496762774454,0.023065122050522118,2.450380080385629,0.7550726708497582,0.017697428906851626,0.01777661402619308,7.5541695918320535,9.994720637350216e-07,0.0004705688555954696,0.0004706165750071685,9.99927790163e-06,0.9999999999999862
0.211421,10.57105,0.2,0.2,1000442.1564138483,10.004421564138482,473.14781108256994,0.0941784608408039,2.1319088052785915,0.24491809832690356,0.023346293278370105,0.023064056432593415,2.4502639043494634,0.755080902377403,0.017696831194554355,0.01777658395048563,7.5541476624136354,9.99295676131915e-07,0.0004705443545980615,0.0004705455033322944,9.997375211244478e-06,0.9999999999999827
0.211421,10.57105,0.225,0.225,1000428.3455401979,10.004283455401978,473.147821909931,0.09418046524056864,2.1317776690046033,0.24490272207694808,0.02334810479014911,0.023062325440437705,2.450076250657321,0.755096278620487,0.017696229508981517,0.017776727805150286,7.554197207438543,9.993025438102325e-07,0.00047054372300319564,0.0004705436154177739,9.997305905981823e-06,0.9999999999999789
0.211421,10.57105,0.25,0.25,1000414.5345915963,10.004145345915964,473.14784272923987,0.09418248260354196,2.131610585099679,0.24488191485558314,0.023349934017043453,0.023060088945031837,2.449834268801472,0.755117085830422,0.017695623174737232,0.01777700404441052,7.554301079832043,9.993139696849573e-07,0.0004705437063763502,0.00047054356459146524,9.997282198932571e-06,0.9999999999999748
0.211421,10.57105,0.275,0.275,1000400.7236084967,10.004007236084966,473.1478643483261,0.09418451199619894,2.131420034416945,0.24485755802018835,0.023351782721531916,0.023057522091313093,2.449556782244059,0.7551414426544676,0.017695011731095722,0.017777366805475373,7.554440456582935,9.993253147746527e-07,0.00047054370542049185,0.00047054356183418434,9.997257680208515e-06,0.9999999999999707
0.211421,10.57105,0.3,0.3,1000386.9126083092,10.003869126083092,473.1478862487199,0.09418655375704137,2.131218651853093,0.24483156224984928,0.02335365172652101,0.02305480273709242,2.449262906681958,0.75516743841355,0.01769439496249686,0.01777776950621744,7.554596222168568,9.99336567088567e-07,0.00047054370487488385,0.00047054356030360253,9.99723223006318e-06,0.9999999999999664
